1243,04/14/2009,24.7248,0202,C,1,20,4
1243,04/15/2009,37.0872,0303,C,1,20,1
1243,04/16/2009,49.4496,0404,C,1,20,2
1243,04/17/2009,61.812,0505,C,0,20,3
1243,04/18/2009,74.1744,0606,C,0,20,4
1243,04/19/2009,86.5368,0707,C,0,18,5
1243,04/20/2009,98.8992,0808,C,0,16,6
2486,04/14/2009,37.0872,0303,D,1,20,4
2486,04/15/2009,49.4496,0404,D,0,20,2
2486,04/16/2009,61.812,0505,D,1,20,2
2486,04/17/2009,74.1744,0606,D,1,20,3
2486,04/18/2009,86.5368,0707,D,1,20,4
2486,04/19/2009,98.8992,0808,D,0,18,5
2486,04/20/2009,111.2616,0909,D,0,16,6
2486,04/21/2009,123.624,1010,D,0,12,7
3720,04/14/2009,49.4496,0404,C,0,20,3
3720,04/15/2009,61.812,0505,C,0,20,2
3720,04/16/2009,74.1744,0606,C,1,20,3
3720,04/17/2009,86.5368,0707,C,1,20,3
3720,04/18/2009,98.8992,0808,C,1,20,4
3720,04/19/2009,111.2616,0909,C,0,18,5
3720,04/20/2009,123.624,1010,C,0,16,6
3720,04/21/2009,135.9864,1111,C,0,12,7
3720,04/22/2009,148.3488,1212,C,0,10,8
4963,04/14/2009,61.812,0505,D,1,20,3
4963,04/15/2009,74.1744,0606,D,0,20,1
4963,04/16/2009,86.5368,0707,D,1,20,3
4963,04/17/2009,98.8992,0808,D,0,20,4
4963,04/18/2009,111.2616,0909,D,1,20,4
4963,04/19/2009,123.624,1010,D,1,18,5
4963,04/20/2009,135.9864,1111,D,0,16,6
4963,04/21/2009,148.3488,1212,D,0,12,7
4963,04/22/2009,160.7112,1313,D,0,10,8
4963,04/23/2009,173.0736,1414,D,0,20,4
6107,04/14/2009,74.1744,0606,C,1,20,3
6107,04/15/2009,86.5368,0707,C,0,20,1
6107,04/16/2009,98.8992,0808,C,0,20,2
6107,04/17/2009,111.2616,0909,C,0,20,4
6107,04/18/2009,123.624,1010,C,1,18,5
6107,04/19/2009,135.9864,1111,C,1,18,5
6107,04/20/2009,148.3488,1212,C,1,16,6
6107,04/21/2009,160.7112,1313,C,0,12,7
6107,04/22/2009,173.0736,1414,C,0,10,8
6107,04/23/2009,185.436,1515,C,0,18,5
6107,04/24/2009,197.7984,1616,C,0,20,2
7440,04/14/2009,86.5368,0707,B,0,20,3
7440,04/15/2009,98.8992,0808,B,0,20,1
7440,04/16/2009,111.2616,0909,B,0,20,2
7440,04/17/2009,123.624,1010,B,0,20,3
7440,04/18/2009,135.9864,1111,B,1,18,5
7440,04/19/2009,148.3488,1212,B,0,16,6
7440,04/20/2009,160.7112,1313,B,1,16,6
7440,04/21/2009,173.0736,1414,B,1,12,7
7440,04/22/2009,185.436,1515,B,0,10,8
7440,04/23/2009,197.7984,1616,B,0,16,6
7440,04/24/2009,210.1608,1717,B,0,20,2
7440,04/25/2009,222.5232,1818,B,0,20,3
8683,04/14/2009,98.8992,0808,C,0,20,3
8683,04/15/2009,111.2616,0909,C,0,20,1
8683,04/16/2009,123.624,1010,C,1,20,2
8683,04/17/2009,135.9864,1111,C,0,20,3
8683,04/18/2009,148.3488,1212,C,0,20,4
8683,04/19/2009,160.7112,1313,C,0,16,6
8683,04/20/2009,173.0736,1414,C,1,12,7
8683,04/21/2009,185.436,1515,C,1,12,7
8683,04/22/2009,197.7984,1616,C,1,10,8
8683,04/23/2009,210.1608,1717,C,0,12,7
8683,04/24/2009,222.5232,1818,C,0,20,2
8683,04/25/2009,234.8856,1919,C,0,20,3
8683,04/26/2009,247.248,2020,C,1,20,4
9827,04/14/2009,111.2616,0909,D,0,20,3
9827,04/15/2009,123.624,1010,D,0,20,1
9827,04/16/2009,135.9864,1111,D,0,20,2
9827,04/17/2009,148.3488,1212,D,0,20,3
9827,04/18/2009,160.7112,1313,D,0,20,4
9827,04/19/2009,173.0736,1414,D,0,18,5
9827,04/20/2009,185.436,1515,D,1,12,7
9827,04/21/2009,197.7984,1616,D,0,10,8
9827,04/22/2009,210.1608,1717,D,1,10,8
9827,04/23/2009,222.5232,1818,D,1,10,9
9827,04/24/2009,234.8856,1919,D,0,20,2
9827,04/25/2009,247.248,2020,D,0,20,3
9827,04/26/2009,259.6104,2121,D,0,20,4
9827,04/27/2009,271.9728,2222,D,0,18,5
113E,04/14/2009,123.624,1010,C,0,20,3
113E,04/15/2009,135.9864,1111,C,0,20,1
113E,04/16/2009,148.3488,1212,C,0,20,2
113E,04/17/2009,160.7112,1313,C,0,20,3
113E,04/18/2009,173.0736,1414,C,0,20,4
113E,04/19/2009,185.436,1515,C,0,18,5
113E,04/20/2009,197.7984,1616,C,0,16,6
113E,04/21/2009,210.1608,1717,C,0,10,8
113E,04/22/2009,222.5232,1818,C,1,10,9
113E,04/23/2009,234.8856,1919,C,1,10,9
113E,04/24/2009,247.248,2020,C,1,20,2
113E,04/25/2009,259.6104,2121,C,0,20,3
113E,04/26/2009,271.9728,2222,C,0,20,4
113E,04/27/2009,284.3352,2323,C,0,18,5
113E,04/28/2009,296.6976,2424,C,0,16,6
