1432,04/14/2009,28.3608,0202,C,0,20,4
1432,04/15/2009,42.5412,0303,C,1,20,1
1432,04/16/2009,56.7216,0404,C,1,20,2
1432,04/17/2009,70.902,0505,C,1,20,3
1432,04/18/2009,85.0824,0606,C,0,20,4
1432,04/19/2009,99.2628,0707,C,0,18,5
1432,04/20/2009,113.4432,0808,C,0,16,6
2864,04/14/2009,42.5412,0303,D,0,20,4
2864,04/15/2009,56.7216,0404,D,1,20,2
2864,04/16/2009,70.902,0505,D,1,20,2
2864,04/17/2009,85.0824,0606,D,1,20,3
2864,04/18/2009,99.2628,0707,D,0,20,4
2864,04/19/2009,113.4432,0808,D,0,18,5
2864,04/20/2009,127.6236,0909,D,0,16,6
2864,04/21/2009,141.804,1010,D,0,12,7
3207,04/14/2009,56.7216,0404,C,0,20,3
3207,04/15/2009,70.902,0505,C,1,20,2
3207,04/16/2009,85.0824,0606,C,0,20,3
3207,04/17/2009,99.2628,0707,C,1,20,3
3207,04/18/2009,113.4432,0808,C,1,20,4
3207,04/19/2009,127.6236,0909,C,0,18,5
3207,04/20/2009,141.804,1010,C,0,16,6
3207,04/21/2009,155.9844,1111,C,0,12,7
3207,04/22/2009,170.1648,1212,C,0,10,8
4639,04/14/2009,70.902,0505,D,0,20,3
4639,04/15/2009,85.0824,0606,D,0,20,1
4639,04/16/2009,99.2628,0707,D,0,20,3
4639,04/17/2009,113.4432,0808,D,1,20,4
4639,04/18/2009,127.6236,0909,D,1,20,4
4639,04/19/2009,141.804,1010,D,1,18,5
4639,04/20/2009,155.9844,1111,D,0,16,6
4639,04/21/2009,170.1648,1212,D,0,12,7
4639,04/22/2009,184.3452,1313,D,0,10,8
4639,04/23/2009,198.5256,1414,D,0,20,4
6071,04/14/2009,85.0824,0606,C,0,20,3
6071,04/15/2009,99.2628,0707,C,0,20,1
6071,04/16/2009,113.4432,0808,C,0,20,2
6071,04/17/2009,127.6236,0909,C,1,20,4
6071,04/18/2009,141.804,1010,C,0,18,5
6071,04/19/2009,155.9844,1111,C,1,18,5
6071,04/20/2009,170.1648,1212,C,1,16,6
6071,04/21/2009,184.3452,1313,C,0,12,7
6071,04/22/2009,198.5256,1414,C,0,10,8
6071,04/23/2009,212.706,1515,C,0,18,5
6071,04/24/2009,226.8864,1616,C,0,20,2
7404,04/14/2009,99.2628,0707,B,0,20,3
7404,04/15/2009,113.4432,0808,B,0,20,1
7404,04/16/2009,127.6236,0909,B,0,20,2
7404,04/17/2009,141.804,1010,B,0,20,3
7404,04/18/2009,155.9844,1111,B,0,18,5
7404,04/19/2009,170.1648,1212,B,1,16,6
7404,04/20/2009,184.3452,1313,B,1,16,6
7404,04/21/2009,198.5256,1414,B,1,12,7
7404,04/22/2009,212.706,1515,B,0,10,8
7404,04/23/2009,226.8864,1616,B,0,16,6
7404,04/24/2009,241.0668,1717,B,0,20,2
7404,04/25/2009,255.2472,1818,B,0,20,3
8836,04/14/2009,113.4432,0808,C,0,20,3
8836,04/15/2009,127.6236,0909,C,0,20,1
8836,04/16/2009,141.804,1010,C,0,20,2
8836,04/17/2009,155.9844,1111,C,0,20,3
8836,04/18/2009,170.1648,1212,C,0,20,4
8836,04/19/2009,184.3452,1313,C,1,16,6
8836,04/20/2009,198.5256,1414,C,0,12,7
8836,04/21/2009,212.706,1515,C,1,12,7
8836,04/22/2009,226.8864,1616,C,1,10,8
8836,04/23/2009,241.0668,1717,C,0,12,7
8836,04/24/2009,255.2472,1818,C,0,20,2
8836,04/25/2009,269.4276,1919,C,1,20,3
8836,04/26/2009,283.608,2020,C,0,20,4
9278,04/14/2009,127.6236,0909,D,0,20,3
9278,04/15/2009,141.804,1010,D,0,20,1
9278,04/16/2009,155.9844,1111,D,0,20,2
9278,04/17/2009,170.1648,1212,D,0,20,3
9278,04/18/2009,184.3452,1313,D,0,20,4
9278,04/19/2009,198.5256,1414,D,0,18,5
9278,04/20/2009,212.706,1515,D,0,12,7
9278,04/21/2009,226.8864,1616,D,1,10,8
9278,04/22/2009,241.0668,1717,D,1,10,8
9278,04/23/2009,255.2472,1818,D,1,10,9
9278,04/24/2009,269.4276,1919,D,0,20,2
9278,04/25/2009,283.608,2020,D,1,20,3
9278,04/26/2009,297.7884,2121,D,0,20,4
9278,04/27/2009,311.9688,2222,D,0,18,5
13E1,04/14/2009,141.804,1010,C,0,20,3
13E1,04/15/2009,155.9844,1111,C,1,20,1
13E1,04/16/2009,170.1648,1212,C,0,20,2
13E1,04/17/2009,184.3452,1313,C,1,20,3
13E1,04/18/2009,198.5256,1414,C,0,20,4
13E1,04/19/2009,212.706,1515,C,1,18,5
13E1,04/20/2009,226.8864,1616,C,0,16,6
13E1,04/21/2009,241.0668,1717,C,1,10,8
13E1,04/22/2009,255.2472,1818,C,0,10,9
13E1,04/23/2009,269.4276,1919,C,1,10,9
13E1,04/24/2009,283.608,2020,C,1,20,2
13E1,04/25/2009,297.7884,2121,C,0,20,3
13E1,04/26/2009,311.9688,2222,C,0,20,4
13E1,04/27/2009,326.1492,2323,C,0,18,5
13E1,04/28/2009,340.3296,2424,C,0,16,6
