1234,04/14/2009,36.36,0202,C,1,0,4
1234,04/15/2009,54.54,0303,C,0,1,1
1234,04/16/2009,72.72,0404,C,0,1,2
1234,04/17/2009,90.9,0505,C,1,0,3
1234,04/18/2009,109.08,0606,C,0,0,4
1234,04/19/2009,127.26,0707,C,0,0,5
1234,04/20/2009,145.44,0808,C,0,0,6
2468,04/14/2009,54.54,0303,D,1,0,4
2468,04/15/2009,72.72,0404,D,1,0,2
2468,04/16/2009,90.9,0505,D,0,1,2
2468,04/17/2009,109.08,0606,D,0,1,3
2468,04/18/2009,127.26,0707,D,1,0,4
2468,04/19/2009,145.44,0808,D,0,0,5
2468,04/20/2009,163.62,0909,D,0,0,6
2468,04/21/2009,181.8,1010,D,0,0,7
3702,04/14/2009,72.72,0404,C,0,0,3
3702,04/15/2009,90.9,0505,C,1,0,2
3702,04/16/2009,109.08,0606,C,1,0,3
3702,04/17/2009,127.26,0707,C,0,1,3
3702,04/18/2009,145.44,0808,C,0,1,4
3702,04/19/2009,163.62,0909,C,0,0,5
3702,04/20/2009,181.8,1010,C,0,0,6
3702,04/21/2009,199.98,1111,C,0,0,7
3702,04/22/2009,218.16,1212,C,0,0,8
4936,04/14/2009,90.9,0505,D,1,0,3
4936,04/15/2009,109.08,0606,D,0,0,1
4936,04/16/2009,127.26,0707,D,1,0,3
4936,04/17/2009,145.44,0808,D,1,0,4
4936,04/18/2009,163.62,0909,D,0,1,4
4936,04/19/2009,181.8,1010,D,0,1,5
4936,04/20/2009,199.98,1111,D,0,0,6
4936,04/21/2009,218.16,1212,D,0,0,7
4936,04/22/2009,236.34,1313,D,0,0,8
4936,04/23/2009,254.52,1414,D,0,0,4
6170,04/14/2009,109.08,0606,C,1,0,3
6170,04/15/2009,127.26,0707,C,0,0,1
6170,04/16/2009,145.44,0808,C,0,0,2
6170,04/17/2009,163.62,0909,C,1,0,4
6170,04/18/2009,181.8,1010,C,1,0,5
6170,04/19/2009,199.98,1111,C,0,1,5
6170,04/20/2009,218.16,1212,C,0,1,6
6170,04/21/2009,236.34,1313,C,0,0,7
6170,04/22/2009,254.52,1414,C,0,0,8
6170,04/23/2009,272.7,1515,C,0,0,5
6170,04/24/2009,290.88,1616,C,0,0,2
7404,04/14/2009,127.26,0707,B,0,0,3
7404,04/15/2009,145.44,0808,B,0,0,1
7404,04/16/2009,163.62,0909,B,0,0,2
7404,04/17/2009,181.8,1010,B,0,0,3
7404,04/18/2009,199.98,1111,B,1,0,5
7404,04/19/2009,218.16,1212,B,1,0,6
7404,04/20/2009,236.34,1313,B,0,1,6
7404,04/21/2009,254.52,1414,B,0,1,7
7404,04/22/2009,272.7,1515,B,0,0,8
7404,04/23/2009,290.88,1616,B,0,0,6
7404,04/24/2009,309.06,1717,B,0,0,2
7404,04/25/2009,327.24,1818,B,0,0,3
8638,04/14/2009,145.44,0808,C,0,0,3
8638,04/15/2009,163.62,0909,C,0,0,1
8638,04/16/2009,181.8,1010,C,1,0,2
8638,04/17/2009,199.98,1111,C,0,0,3
8638,04/18/2009,218.16,1212,C,0,0,4
8638,04/19/2009,236.34,1313,C,1,0,6
8638,04/20/2009,254.52,1414,C,1,0,7
8638,04/21/2009,272.7,1515,C,0,1,7
8638,04/22/2009,290.88,1616,C,0,1,8
8638,04/23/2009,309.06,1717,C,0,0,7
8638,04/24/2009,327.24,1818,C,0,0,2
8638,04/25/2009,345.42,1919,C,1,0,3
8638,04/26/2009,363.6,2020,C,1,0,4
9872,04/14/2009,163.62,0909,D,0,0,3
9872,04/15/2009,181.8,1010,D,0,0,1
9872,04/16/2009,199.98,1111,D,0,0,2
9872,04/17/2009,218.16,1212,D,0,0,3
9872,04/18/2009,236.34,1313,D,0,0,4
9872,04/19/2009,254.52,1414,D,0,0,5
9872,04/20/2009,272.7,1515,D,1,0,7
9872,04/21/2009,290.88,1616,D,1,0,8
9872,04/22/2009,309.06,1717,D,0,1,8
9872,04/23/2009,327.24,1818,D,1,1,9
9872,04/24/2009,345.42,1919,D,0,0,2
9872,04/25/2009,363.6,2020,D,1,0,3
9872,04/26/2009,381.78,2121,D,0,0,4
9872,04/27/2009,399.96,2222,D,0,0,5
11E3,04/14/2009,181.8,1010,C,0,0,3
11E3,04/15/2009,199.98,1111,C,1,0,1
11E3,04/16/2009,218.16,1212,C,0,0,2
11E3,04/17/2009,236.34,1313,C,1,0,3
11E3,04/18/2009,254.52,1414,C,0,0,4
11E3,04/19/2009,272.7,1515,C,1,0,5
11E3,04/20/2009,290.88,1616,C,0,0,6
11E3,04/21/2009,309.06,1717,C,1,0,8
11E3,04/22/2009,327.24,1818,C,1,0,9
11E3,04/23/2009,345.42,1919,C,0,1,9
11E3,04/24/2009,363.6,2020,C,1,1,2
11E3,04/25/2009,381.78,2121,C,0,0,3
11E3,04/26/2009,399.96,2222,C,0,0,4
11E3,04/27/2009,418.14,2323,C,0,0,5
11E3,04/28/2009,436.32,2424,C,0,0,6
